,Word,Lemma,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno
23402,role,role,20,20,18.215686274509803,6.65,2.58,1.0
23403,roll,roll,19,19,63.27450980392157,4.47,2.12,1.0
23404,rollaway,rollaway,19,19,0.13725490196078433,11.63,3.0,1.0
23405,rollback,rollback,20,19,0.0196078431372549,11.37,5.64,0.95
23406,roller,roller,20,20,5.745098039215686,6.65,2.03,1.0
23410,rollick,rollick,18,3,0.0392156862745098,15.33,3.06,0.16666666666666666
23411,rollicking,rollick,18,14,0.09803921568627451,12.07,4.29,0.7777777777777778
23413,rollout,rollout,18,15,0.09803921568627451,12.13,3.66,0.8333333333333334
23414,rollover,rollover,21,21,0.13725490196078433,8.1,4.0,1.0
23415,romaine,romaine,18,13,0.21568627450980393,11.62,3.18,0.7222222222222222
23416,roman,roman,21,21,10.470588235294118,9.52,3.88,1.0
23417,romance,romance,18,18,15.529411764705882,9.28,2.65,1.0
23418,romancer,romancer,18,16,0.058823529411764705,13.62,3.83,0.8888888888888888
23419,romantic,romantic,18,18,35.1764705882353,8.11,2.56,1.0
23420,romanticism,romanticism,18,17,0.19607843137254902,13.29,2.76,0.9444444444444444
23421,romanticist,romanticist,19,18,0.0392156862745098,13.17,3.63,0.9473684210526315
23422,romanticize,romanticize,20,20,0.21568627450980393,13.0,3.2,1.0
23423,romp,romp,22,20,0.5294117647058824,10.3,3.59,0.9090909090909091
23424,romper,romper,19,18,0.13725490196078433,13.28,4.18,0.9473684210526315
23425,rood,rood,18,6,0.058823529411764705,12.33,3.72,0.3333333333333333
23426,roof,roof,18,18,35.64705882352941,5.0,2.52,1.0
23427,roofer,roofer,19,19,0.3333333333333333,7.84,2.17,1.0
23428,roofing,roof,19,19,0.2549019607843137,8.37,4.63,1.0
23429,roofline,roofline,18,15,0.0196078431372549,11.93,3.83,0.8333333333333334
23430,rooftop,rooftop,18,18,1.588235294117647,5.89,1.91,1.0
23431,rooftree,rooftree,19,13,0.0196078431372549,12.31,3.86,0.6842105263157895
23432,rook,rook,19,17,1.392156862745098,11.59,3.55,0.8947368421052632
23433,rookery,rookery,19,14,0.0784313725490196,13.64,2.71,0.7368421052631579
23434,rookie,rookie,18,18,4.9411764705882355,9.39,2.83,1.0
23435,rooky,rooky,20,15,0.0784313725490196,9.73,3.15,0.75
23436,room,room,18,18,439.5098039215686,4.22,1.44,1.0
23437,roomer,roomer,19,15,0.0196078431372549,12.73,5.18,0.7894736842105263
23439,roomful,roomful,19,18,0.6078431372549019,8.72,2.97,0.9473684210526315
23440,roommate,roommate,19,19,11.392156862745098,9.21,2.23,1.0
23441,rooms,room,19,19,26.0,4.11,1.56,1.0
23442,roomy,roomy,19,19,0.39215686274509803,7.58,2.5,1.0
23443,roost,roost,18,16,0.8823529411764706,10.5,3.81,0.8888888888888888
23444,rooster,rooster,18,17,3.8627450980392157,6.41,1.84,0.9444444444444444
23445,root,root,18,18,10.470588235294118,5.94,2.15,1.0
23446,rooter,rooter,18,14,0.0784313725490196,10.57,5.0,0.7777777777777778
23447,rootless,rootles,19,18,0.0392156862745098,8.94,2.86,0.9473684210526315
23448,rope,rope,18,18,22.705882352941178,5.44,2.09,1.0
23449,ropes,rope,19,19,5.9411764705882355,5.21,1.65,1.0
23450,rosary,rosary,19,19,1.196078431372549,8.21,2.94,1.0
23451,rose,rise,19,19,53.01960784313726,6.11,2.33,1.0
23452,rosebud,rosebud,22,22,1.411764705882353,8.118663,3.92,1.0
23453,rosebush,rosebush,19,18,0.09803921568627451,4.89,1.64,0.9473684210526315
23454,rosewater,rosewater,18,13,0.0392156862745098,10.69,4.03,0.7222222222222222
23455,rosin,rosin,19,9,0.19607843137254902,13.44,5.39,0.47368421052631576
23456,roster,roster,18,18,2.156862745098039,8.78,3.28,1.0
23457,rostrum,rostrum,19,7,0.0784313725490196,18.0,4.55,0.3684210526315789
23458,rot,rot,21,21,7.7254901960784315,7.57,2.27,1.0
23459,rotary,rotary,19,19,0.5294117647058824,10.32,3.32,1.0
23460,rotate,rotate,19,19,1.9215686274509804,7.89,2.73,1.0
23461,rotation,rotation,19,19,2.9215686274509802,8.11,2.11,1.0
23462,rotational,rotational,19,17,0.13725490196078433,10.18,3.21,0.8947368421052632
23463,rotator,rotator,18,18,0.27450980392156865,13.5,3.87,1.0
23464,rotatory,rotatory,20,13,0.0196078431372549,11.85,2.51,0.65
23465,rote,rote,18,13,0.11764705882352941,11.15,3.39,0.7222222222222222
23466,rotenone,rotenone,18,2,0.17647058823529413,17.0,0.0,0.1111111111111111
23467,rotgut,rotgut,20,12,0.27450980392156865,12.67,3.5,0.6
23468,rotisserie,rotisserie,19,19,0.17647058823529413,11.26,4.34,1.0
23469,rotor,rotor,19,17,0.47058823529411764,12.71,5.19,0.8947368421052632
23470,rotten,rotten,21,21,17.470588235294116,6.95,2.33,1.0
23471,rottenness,rottenness,21,21,0.0784313725490196,8.71,3.76,1.0
23472,rotund,rotund,20,19,0.11764705882352941,13.42,3.52,0.95
23473,rotunda,rotunda,19,16,0.5294117647058824,11.44,4.65,0.8421052631578947
23474,roue,roue,19,7,0.0196078431372549,17.29,3.82,0.3684210526315789
23475,rouge,rouge,18,18,3.235294117647059,12.33,3.97,1.0
23476,rough,rough,19,19,37.3921568627451,6.21,2.3,1.0
23477,roughage,roughage,18,15,0.2549019607843137,12.4,3.48,0.8333333333333334
23479,roughhouse,roughhouse,18,18,0.27450980392156865,8.33,2.89,1.0
23480,roughly,roughly,21,21,3.1372549019607843,7.692383000000001,1.83,1.0
23481,roughneck,roughneck,19,18,0.6274509803921569,11.17,3.26,0.9473684210526315
23482,roughness,roughness,18,18,0.0784313725490196,8.39,2.91,1.0
23483,roulette,roulette,22,22,2.4705882352941178,12.82,2.68,1.0
23484,round,round,20,20,66.52941176470588,4.75,2.05,1.0
23485,roundabout,roundabout,19,19,0.43137254901960786,12.74,4.39,1.0
23486,roundelay,roundelay,19,8,0.11764705882352941,16.0,2.93,0.42105263157894735
23487,roundhouse,roundhouse,19,17,0.17647058823529413,10.24,4.71,0.8947368421052632
23488,roundish,roundish,20,20,0.0196078431372549,8.75,2.95,1.0
23489,roundness,roundness,19,19,0.0392156862745098,7.16,2.5,1.0
23490,roundtable,roundtable,20,19,0.058823529411764705,9.84,2.69,0.95
23491,roundup,roundup,19,19,1.1372549019607843,9.84,3.67,1.0
23492,rouse,rouse,19,19,0.9215686274509803,12.84,2.89,1.0
23493,rouser,rouser,19,17,0.0196078431372549,13.71,2.14,0.8947368421052632
23494,rousing,rouse,18,16,0.49019607843137253,12.19,3.75,0.8888888888888888
23495,roust,roust,19,12,0.4117647058823529,11.58,3.34,0.631578947368421
23496,roustabout,roustabout,19,12,0.0392156862745098,13.5,3.53,0.631578947368421
23497,rout,rout,20,17,0.35294117647058826,11.59,2.58,0.85
23498,route,route,20,20,21.352941176470587,11.4,3.39,1.0
23499,router,router,19,19,0.29411764705882354,12.68,3.93,1.0
23500,routine,routine,19,19,19.84313725490196,9.26,2.77,1.0
23501,roux,roux,20,12,0.0784313725490196,15.0,5.62,0.6
23502,rove,rove,19,17,1.1372549019607843,12.35,3.22,0.8947368421052632
23503,roving,rove,19,18,0.7450980392156863,11.44,2.83,0.9473684210526315
23504,row,row,19,19,26.333333333333332,7.0,3.07,1.0
23505,rowboat,rowboat,19,19,1.0588235294117647,6.05,2.61,1.0
23506,rowdy,rowdy,20,20,1.0196078431372548,7.75,2.63,1.0
23507,rowel,rowel,18,2,0.058823529411764705,15.0,4.24,0.1111111111111111
23508,rower,rower,18,17,0.0196078431372549,8.71,2.91,0.9444444444444444
23509,rowing,row,19,19,1.2745098039215685,7.68,2.19,1.0
23510,royal,royal,18,18,23.235294117647058,7.17,3.17,1.0
23511,royalist,royalist,20,20,0.0196078431372549,12.65,2.58,1.0
23512,royalty,royalty,19,19,3.9215686274509802,8.0,2.49,1.0
23513,rub,rub,19,19,15.450980392156863,6.0,2.89,1.0
23514,rubber,rubber,21,21,14.0,7.62,2.52,1.0
23515,rubberneck,rubberneck,21,19,0.058823529411764705,10.84,3.78,0.9047619047619048
23516,rubbery,rubbery,19,19,0.17647058823529413,7.53,2.39,1.0
23517,rubbish,rubbish,19,19,5.588235294117647,10.63,3.5,1.0
23518,rubbishy,rubbishy,18,16,0.0196078431372549,10.31,3.59,0.8888888888888888
23519,rubble,rubble,22,22,1.7450980392156863,9.59,2.58,1.0
23520,rubdown,rubdown,20,19,0.6078431372549019,10.89,3.97,0.95
23522,ruble,ruble,20,15,0.058823529411764705,12.67,3.5,0.75
23523,rubout,rubout,19,13,0.0196078431372549,12.31,4.71,0.6842105263157895
23524,rubric,rubric,18,16,0.0392156862745098,13.25,3.61,0.8888888888888888
23525,ruby,ruby,21,21,11.901960784313726,6.829166000000001,1.99,1.0
23526,rucksack,rucksack,18,10,0.1568627450980392,14.3,3.68,0.5555555555555556
23527,ruckus,ruckus,19,19,1.4705882352941178,9.26,3.43,1.0
23528,rudder,rudder,19,18,3.8823529411764706,10.39,3.15,0.9473684210526315
23529,rudderless,rudderless,20,15,0.0784313725490196,12.27,2.71,0.75
23530,ruddiness,ruddiness,18,18,0.0196078431372549,13.06,2.8,1.0
23531,ruddy,ruddy,19,16,0.7058823529411765,13.31,3.24,0.8421052631578947
23532,rude,rude,19,19,22.058823529411764,7.11,2.51,1.0
23533,rudeness,rudeness,18,18,0.8431372549019608,8.89,3.1,1.0
23534,rudiment,rudiment,19,15,0.0784313725490196,13.33,2.26,0.7894736842105263
23535,rudimentary,rudimentary,18,16,0.6666666666666666,13.12,3.05,0.8888888888888888
23536,rue,rue,22,19,1.7647058823529411,11.976497000000002,3.79,0.8636363636363636
23537,ruff,ruff,19,17,0.5294117647058824,7.29,4.09,0.8947368421052632
23538,ruffian,ruffian,19,16,0.5490196078431373,13.25,2.67,0.8421052631578947
23539,ruffle,ruffle,19,19,0.5686274509803921,7.58,2.57,1.0
23540,rug,rug,18,18,10.411764705882353,4.61,1.61,1.0
23541,rugby,rugby,19,19,0.8627450980392157,11.42,3.37,1.0
23542,rugged,rugge,19,19,2.0,10.58,3.08,1.0
23543,ruin,ruin,19,19,28.529411764705884,7.16,2.17,1.0
23544,ruination,ruination,18,13,0.47058823529411764,12.38,2.79,0.7222222222222222
23545,ruinous,ruinous,20,17,0.09803921568627451,12.0,4.3,0.85
23546,rule,rule,18,18,48.13725490196079,4.72,1.49,1.0
23547,ruler,ruler,18,18,3.176470588235294,5.94,1.55,1.0
23548,ruling,ruling,18,18,4.098039215686274,9.89,2.4,1.0
23549,rum,rum,18,18,7.490196078431373,11.56,3.35,1.0
23550,rumba,rumba,18,15,1.196078431372549,11.0,3.44,0.8333333333333334
23551,rumble,rumble,18,18,2.7254901960784315,8.33,2.72,1.0
23552,rumen,ruman,19,7,0.0196078431372549,12.57,2.82,0.3684210526315789
23553,ruminant,ruminant,20,15,0.0196078431372549,14.47,3.64,0.75
23554,ruminate,ruminate,19,10,0.09803921568627451,14.5,3.21,0.5263157894736842
23555,rumination,rumination,18,12,0.0196078431372549,12.08,3.03,0.6666666666666666
23556,rummage,rummage,20,20,0.7843137254901961,9.0,2.34,1.0
23557,rummy,rummy,18,12,1.4509803921568627,11.17,3.51,0.6666666666666666
23558,rumor,rumor,18,18,10.411764705882353,9.56,4.1,1.0
23559,rumormonger,rumormonger,19,12,0.0196078431372549,15.92,5.14,0.631578947368421
23560,rump,rump,20,20,1.411764705882353,8.95,3.8,1.0
23561,rumpus,rumpus,18,15,0.6666666666666666,10.93,4.65,0.8333333333333334
23563,run,run,19,19,350.54901960784315,4.47,1.9,1.0
23564,runabout,runabout,20,20,0.058823529411764705,12.55,5.07,1.0
23565,runaround,runaround,18,18,0.6666666666666666,8.28,3.94,1.0
23566,runaway,runaway,19,19,4.0588235294117645,8.37,2.52,1.0
23567,rundle,rundle,22,7,0.0392156862745098,13.86,4.06,0.3181818181818182
23568,rundown,rundown,19,18,1.4509803921568627,7.78,1.99,0.9473684210526315
23569,rung,ring,22,22,1.392156862745098,8.267861,2.68,1.0
23570,runic,runic,19,14,0.0392156862745098,15.36,3.56,0.7368421052631579
23571,runnel,runnel,19,7,0.0196078431372549,13.29,2.29,0.3684210526315789
23572,runner,runner,18,18,4.96078431372549,5.0,1.57,1.0
23573,runny,runny,19,19,1.2745098039215685,5.68,2.29,1.0
23574,runoff,runoff,18,18,0.19607843137254902,10.28,4.24,1.0
23575,runt,runt,19,18,2.450980392156863,8.39,3.91,0.9473684210526315
23576,runty,runty,19,14,0.13725490196078433,10.07,3.52,0.7368421052631579
23577,runway,runway,18,17,5.470588235294118,8.35,2.5,0.9444444444444444
23578,rupee,rupee,19,15,0.0392156862745098,11.6,3.81,0.7894736842105263
23580,rupture,rupture,19,19,1.2941176470588236,11.05,2.55,1.0
23581,rural,rural,19,19,1.1568627450980393,7.95,3.05,1.0
23582,ruse,ruse,20,18,1.6666666666666667,12.17,3.17,0.9
23583,rush,rush,20,20,31.41176470588235,6.7,2.05,1.0
23584,rusher,rusher,19,17,0.0196078431372549,10.35,3.39,0.8947368421052632
23585,rusk,rusk,19,8,0.47058823529411764,12.38,4.24,0.42105263157894735
23586,russet,russet,18,13,0.1568627450980392,12.46,4.65,0.7222222222222222
23587,rust,rust,20,20,2.4901960784313726,7.75,2.9,1.0
23588,rusted,rust,18,18,0.7058823529411765,7.39,2.28,1.0
23589,rustic,rustic,19,19,0.7843137254901961,10.37,2.67,1.0
23590,rusticate,rusticate,19,13,0.0392156862745098,15.77,4.94,0.6842105263157895
23591,rusticity,rusticity,18,14,0.0196078431372549,14.57,4.73,0.7777777777777778
23592,rustle,rustle,19,19,1.1372549019607843,10.32,2.36,1.0
23593,rustler,rustler,18,15,0.49019607843137253,11.0,4.07,0.8333333333333334
23594,rustproof,rustproof,19,18,0.0196078431372549,11.44,2.81,0.9473684210526315
23595,rut,rut,18,18,1.5294117647058822,9.17,2.31,1.0
23596,rutabaga,rutabaga,22,18,0.35294117647058826,10.44,5.49,0.8181818181818182
23597,ruthless,ruthless,19,19,4.137254901960785,12.26,3.49,1.0
23598,ruthlessness,ruthlessness,20,20,0.09803921568627451,12.75,2.75,1.0
23599,rutting,rut,19,17,0.17647058823529413,13.65,3.33,0.8947368421052632
23600,rye,rye,19,19,4.1568627450980395,9.26,3.77,1.0
23601,sabbatical,sabbatical,19,18,0.9411764705882353,15.39,3.35,0.9473684210526315
23602,saber,saber,18,17,0.803921568627451,7.29,1.96,0.9444444444444444
23603,sable,sable,19,13,0.8235294117647058,11.85,4.49,0.6842105263157895
23604,sabotage,sabotage,19,19,3.8627450980392157,10.42,2.22,1.0
23605,saboteur,saboteur,19,18,0.5490196078431373,13.56,3.43,0.9473684210526315
23606,sac,sac,19,16,1.2941176470588236,9.0,4.23,0.8421052631578947
23607,saccharin,saccharin,19,13,0.058823529411764705,11.92,5.2,0.6842105263157895
23608,saccharine,saccharine,18,14,0.11764705882352941,13.64,3.43,0.7777777777777778
23609,sachet,sachet,18,16,0.058823529411764705,11.62,3.63,0.8888888888888888
23610,sack,sack,18,18,12.92156862745098,5.83,2.01,1.0
23611,sackcloth,sackcloth,18,13,0.1568627450980392,11.46,4.72,0.7222222222222222
23612,sacker,sacker,18,11,0.2549019607843137,10.82,2.52,0.6111111111111112
23613,sacral,sacral,18,7,0.058823529411764705,14.14,4.3,0.3888888888888889
23614,sacrament,sacrament,19,18,0.5490196078431373,11.22,4.32,0.9473684210526315
23615,sacramental,sacramental,18,12,0.11764705882352941,12.0,3.98,0.6666666666666666
23616,sacred,sacred,19,19,14.019607843137255,8.53,3.6,1.0
23617,sacredness,sacredness,18,17,0.058823529411764705,10.18,3.57,0.9444444444444444
23618,sacrifice,sacrifice,18,18,17.901960784313726,9.61,3.22,1.0
23619,sacrificial,sacrificial,18,18,0.5686274509803921,11.94,3.15,1.0
23620,sacrilege,sacrilege,18,15,0.7058823529411765,11.07,3.79,0.8333333333333334
23621,sacrilegious,sacrilegious,21,18,0.39215686274509803,11.28,3.01,0.8571428571428571
23622,sacristan,sacristan,19,5,0.0196078431372549,14.2,2.39,0.2631578947368421
23623,sacristy,sacristy,20,11,0.0784313725490196,12.36,2.77,0.55
23624,sacroiliac,sacroiliac,19,9,0.1568627450980392,14.0,4.47,0.47368421052631576
23625,sacrosanct,sacrosanct,20,10,0.1568627450980392,15.6,3.37,0.5
23626,sacrum,sacrum,21,16,0.0392156862745098,15.5,4.13,0.7619047619047619
23627,sad,sad,21,21,63.372549019607845,3.24,2.21,1.0
23628,sadden,sadden,19,18,0.0784313725490196,8.83,3.38,0.9473684210526315
23629,saddle,saddle,19,19,7.823529411764706,6.42,2.29,1.0
23630,saddleback,saddleback,18,18,0.0784313725490196,11.11,3.61,1.0
23631,saddlebag,saddlebag,21,19,0.2549019607843137,11.37,3.96,0.9047619047619048
23632,saddler,saddler,20,17,0.0392156862745098,11.71,3.27,0.85
23633,sadism,sadism,19,19,0.17647058823529413,15.16,2.99,1.0
23634,sadist,sadist,19,18,1.0784313725490196,13.72,3.97,0.9473684210526315
23635,sadistic,sadistic,21,20,1.7058823529411764,13.3,3.79,0.9523809523809523
23636,sadness,sadness,19,19,4.784313725490196,5.0,1.45,1.0
23637,sadomasochism,sadomasochism,21,19,0.0392156862745098,17.74,3.62,0.9047619047619048
23638,sadomasochist,sadomasochist,19,14,0.09803921568627451,19.07,4.14,0.7368421052631579
23639,sadomasochistic,sadomasochistic,19,16,0.13725490196078433,15.44,5.06,0.8421052631578947
23640,safari,safari,18,18,2.0784313725490198,8.44,2.06,1.0
23641,safe,safe,18,18,143.19607843137254,5.11,2.65,1.0
23642,safecracker,safecracker,18,18,0.13725490196078433,9.67,3.24,1.0
23643,safeguard,safeguard,18,18,0.9411764705882353,11.0,3.03,1.0
23644,safekeeping,safekeepe,18,16,0.9019607843137255,8.19,3.17,0.8888888888888888
23645,safeness,safeness,18,18,0.0196078431372549,8.06,2.6,1.0
23646,safety,safety,19,19,32.333333333333336,5.84,1.71,1.0
23648,safflower,safflower,19,12,0.0392156862745098,13.83,5.13,0.631578947368421
23649,saffron,saffron,20,18,0.6078431372549019,14.89,4.85,0.9
23650,sag,sag,19,19,0.803921568627451,6.95,2.15,1.0
23651,saga,saga,20,19,0.7843137254901961,10.42,3.19,0.95
23652,sagacious,sagacious,20,11,0.0392156862745098,15.82,4.47,0.55
23653,sagacity,sagacity,19,7,0.0196078431372549,19.0,3.79,0.3684210526315789
23654,sage,sage,18,18,1.7450980392156863,11.39,4.0,1.0
23655,sagebrush,sagebrush,19,17,0.29411764705882354,10.88,2.85,0.8947368421052632
23656,sager,sager,18,6,0.0392156862745098,12.5,4.09,0.3333333333333333
23657,saggy,saggy,21,21,0.5686274509803921,8.52,3.75,1.0
23658,saguaro,saguaro,19,5,0.13725490196078433,18.2,6.61,0.2631578947368421
23659,sail,sail,19,19,13.745098039215685,6.47,2.7,1.0
23660,sailboat,sailboat,20,20,1.607843137254902,4.65,2.11,1.0
23661,sailcloth,sailcloth,18,13,0.0392156862745098,10.69,3.12,0.7222222222222222
23662,sailfish,sailfish,19,13,0.0392156862745098,8.31,2.69,0.6842105263157895
23663,sailor,sailor,18,18,12.392156862745098,6.44,2.15,1.0
23664,sailorman,sailorman,20,20,0.0784313725490196,8.65,3.76,1.0
23665,saint,saint,20,20,17.92156862745098,7.489900000000001,1.78,1.0
23666,sainted,saint,18,17,0.6078431372549019,10.18,3.59,0.9444444444444444
23667,sainthood,sainthood,19,19,0.21568627450980393,10.53,3.12,1.0
23668,saintly,saintly,18,16,0.3333333333333333,10.06,4.27,0.8888888888888888
23669,sake,sake,19,19,64.15686274509804,8.74,3.36,1.0
23670,salaam,salaam,18,6,0.5490196078431373,14.83,5.49,0.3333333333333333
23671,salable,salable,18,11,0.0196078431372549,13.64,2.91,0.6111111111111112
23672,salacious,salacious,19,12,0.19607843137254902,13.92,4.01,0.631578947368421
23673,salad,salad,18,18,17.019607843137255,5.61,2.38,1.0
23674,salamander,salamander,19,18,0.1568627450980392,6.89,3.16,0.9473684210526315
23675,salami,salami,18,17,2.235294117647059,7.18,3.24,0.9444444444444444
23676,salaried,salary,18,18,0.17647058823529413,13.44,3.5,1.0
23677,salary,salary,19,19,10.745098039215685,10.11,3.4,1.0
23678,sale,sale,21,21,25.392156862745097,6.76,1.89,1.0
23679,salesgirl,salesgirl,19,19,0.4117647058823529,7.89,2.96,1.0
23680,saleslady,saleslady,18,18,0.1568627450980392,8.83,4.53,1.0
23681,salesman,salesman,21,21,10.431372549019608,8.29,2.92,1.0
23682,salesmanship,salesmanship,18,18,0.21568627450980393,12.11,3.91,1.0
23683,salespeople,salesperson,19,18,0.23529411764705882,8.11,2.85,0.9473684210526315
23684,salesperson,salesperson,18,18,0.3333333333333333,8.39,2.64,1.0
23685,saleswoman,saleswoman,20,20,0.29411764705882354,7.8,3.02,1.0
23686,salicylic,salicylic,20,15,0.0196078431372549,16.07,5.24,0.75
23687,salient,salient,19,13,0.2549019607843137,15.62,1.8,0.6842105263157895
23688,saline,saline,18,17,3.4313725490196076,11.71,2.66,0.9444444444444444
23689,salinity,salinity,19,12,0.0392156862745098,12.5,3.48,0.631578947368421
23690,saliva,saliva,19,19,2.6470588235294117,8.42,3.25,1.0
23691,salivary,salivary,19,17,0.09803921568627451,10.76,2.28,0.8947368421052632
23692,salivate,salivate,19,18,0.0784313725490196,10.56,2.79,0.9473684210526315
23693,sallow,sallow,20,14,0.11764705882352941,11.29,3.5,0.7
23694,salmon,salmon,18,18,6.549019607843137,8.0,2.95,1.0
23695,salmonella,salmonella,19,19,0.5294117647058824,14.89,3.87,1.0
23696,salon,salon,20,20,4.588235294117647,9.5,2.82,1.0
23697,saloon,saloon,18,18,5.137254901960785,9.0,2.09,1.0
23698,saloonkeeper,saloonkeeper,18,16,0.0196078431372549,10.31,2.91,0.8888888888888888
23699,salsa,salsa,18,18,2.1372549019607843,9.78,5.24,1.0
23700,salt,salt,19,19,19.50980392156863,5.05,2.2,1.0
23701,salted,salt,19,19,0.5686274509803921,7.89,2.26,1.0
23702,saltine,saltine,18,18,0.19607843137254902,7.22,3.0,1.0
23703,saltpan,saltpan,19,15,0.0196078431372549,12.27,3.15,0.7894736842105263
23704,saltpeter,saltpeter,18,9,0.39215686274509803,15.67,3.81,0.5
23705,saltshaker,saltshaker,19,19,0.11764705882352941,5.42,1.61,1.0
23706,saltwater,saltwater,18,18,0.6078431372549019,9.39,4.09,1.0
23707,salty,salty,18,18,2.4901960784313726,5.33,1.85,1.0
23708,salubrious,salubrious,20,8,0.17647058823529413,15.0,3.46,0.4
23709,salutary,salutary,18,15,0.0392156862745098,13.27,3.01,0.8333333333333334
23710,salutation,salutation,18,18,0.11764705882352941,11.28,2.52,1.0
23711,salutatorian,salutatorian,19,18,0.0784313725490196,14.06,3.11,0.9473684210526315
23712,salute,salute,19,19,7.254901960784314,7.42,2.5,1.0
23713,salvage,salvage,18,18,4.117647058823529,10.11,3.38,1.0
23714,salvageable,salvageable,20,20,0.2549019607843137,12.1,3.4,1.0
23715,salvation,salvation,20,19,5.019607843137255,9.05,3.6,0.95
23716,salve,salve,19,16,0.5686274509803921,9.12,3.01,0.8421052631578947
23717,salver,salver,18,5,0.09803921568627451,12.6,3.78,0.2777777777777778
23718,salvo,salvo,19,9,0.37254901960784315,14.33,5.39,0.47368421052631576
23720,samba,samba,20,15,0.5686274509803921,13.13,4.6,0.75
23721,same,same,20,20,417.1764705882353,5.624925000000001,1.71,1.0
23722,sameness,sameness,19,19,0.1568627450980392,10.11,3.03,1.0
23723,samovar,samovar,18,9,0.13725490196078433,14.44,7.13,0.5
23724,sampan,sampan,20,7,0.2549019607843137,16.57,2.15,0.35
23725,sample,sample,19,19,14.588235294117647,7.21,2.51,1.0
23726,sampler,sampler,18,17,0.3137254901960784,10.35,2.62,0.9444444444444444
23727,samurai,samurai,19,19,3.1372549019607843,10.47,4.03,1.0
23728,sanatorium,sanatorium,19,15,0.5294117647058824,12.73,2.55,0.7894736842105263
23729,sanctify,sanctify,21,19,0.09803921568627451,12.89,3.62,0.9047619047619048
23730,sanctimonious,sanctimonious,20,14,0.8235294117647058,15.64,3.71,0.7
23731,sanctimony,sanctimony,18,18,0.0392156862745098,15.33,2.61,1.0
23732,sanction,sanction,19,19,0.8431372549019608,12.68,3.02,1.0
23733,sanctity,sanctity,19,17,1.6470588235294117,13.88,2.52,0.8947368421052632
23734,sanctuary,sanctuary,18,18,4.313725490196078,9.72,3.21,1.0
23735,sanctum,sanctum,20,18,0.6470588235294118,13.22,2.02,0.9
23736,sand,sand,19,19,20.294117647058822,4.63,2.31,1.0
23737,sandal,sandal,19,19,0.21568627450980393,5.21,2.12,1.0
23738,sandalwood,sandalwood,18,17,0.2549019607843137,13.0,3.5,0.9444444444444444
23739,sandbag,sandbag,18,18,0.37254901960784315,7.83,3.82,1.0
23740,sandbank,sandbank,20,19,0.0392156862745098,8.79,2.55,0.95
23741,sandbar,sandbar,19,17,0.058823529411764705,10.41,4.23,0.8947368421052632
23742,sandblaster,sandblaster,21,21,0.0196078431372549,12.24,4.82,1.0
23743,sandbox,sandbox,21,21,1.0588235294117647,4.14,2.35,1.0
23744,sandcastle,sandcastle,19,19,0.0784313725490196,5.42,2.27,1.0
23745,sandglass,sandglass,18,16,0.0196078431372549,9.75,3.45,0.8888888888888888
23747,sandlot,sandlot,19,19,0.21568627450980393,8.74,4.04,1.0
23748,sandman,sandman,21,21,2.4313725490196076,7.05,3.4,1.0
23749,sandpaper,sandpaper,18,18,0.43137254901960786,6.33,1.28,1.0
23750,sandpiper,sandpiper,20,14,0.1568627450980392,11.21,2.67,0.7
23751,sandstone,sandstone,20,20,0.3137254901960784,10.05,2.39,1.0
23752,sandstorm,sandstorm,18,18,0.8235294117647058,9.44,2.12,1.0
23753,sandwich,sandwich,19,19,21.92156862745098,4.79,1.93,1.0
23754,sane,sane,20,20,5.509803921568627,8.5,1.61,1.0
23755,sangfroid,sangfroid,18,6,0.0392156862745098,16.33,2.16,0.3333333333333333
23756,sangria,sangria,20,19,0.1568627450980392,15.11,3.86,0.95
23757,sanguine,sanguine,19,13,0.13725490196078433,16.62,2.06,0.6842105263157895
23758,sanitarium,sanitarium,18,17,2.2549019607843137,10.88,2.64,0.9444444444444444
23759,sanitary,sanitary,18,18,0.8627450980392157,10.5,2.92,1.0
23760,sanitation,sanitation,20,20,1.1764705882352942,11.1,3.58,1.0
23761,sanitize,sanitize,19,19,0.13725490196078433,10.89,3.11,1.0
23762,sanitizer,sanitizer,19,19,0.0196078431372549,10.89,3.3,1.0
23763,sanity,sanity,21,21,2.7254901960784315,10.29,2.57,1.0
23764,sap,sap,19,19,3.4901960784313726,7.53,3.64,1.0
23765,saphead,saphead,18,11,0.0196078431372549,12.36,4.18,0.6111111111111112
23766,sapience,sapience,20,12,0.0196078431372549,15.33,4.48,0.6
23767,sapiens,sapien,19,15,0.5686274509803921,11.67,3.31,0.7894736842105263
23768,sapling,saple,18,15,0.17647058823529413,9.2,3.43,0.8333333333333334
23769,sapper,sapper,19,10,0.0392156862745098,11.9,3.63,0.5263157894736842
23770,sapphire,sapphire,18,18,1.196078431372549,9.22,3.86,1.0
23771,sappy,sappy,21,18,0.8431372549019608,9.44,3.24,0.8571428571428571
23772,sapsucker,sapsucker,19,16,0.058823529411764705,13.19,4.89,0.8421052631578947
23773,saran,saran,18,10,0.9019607843137255,11.3,4.22,0.5555555555555556
23774,sarcasm,sarcasm,18,18,2.8627450980392157,9.06,2.69,1.0
23775,sarcastic,sarcastic,20,20,2.607843137254902,11.05,2.37,1.0
23776,sarcoma,sarcoma,19,11,0.1568627450980392,17.0,3.1,0.5789473684210527
